siman|seif|text
סימן פב - אסור העברה והוצאה מרשות לרשות ובו י"ג סעיפים:|ד|חצר שיש בו פרצה, אם נשאר מן המחצה בצד אחד רוחב ארבעה טפחים בגובה עשרה טפחים מן הקרקע, או שנשאר משני צדי המחצה בכל צד רוחב טפח בגובה עשרה טפחים מן הקרקע, או שנשאר משני צדי המחצה בכל צד רוחב טפח בגובה עשרה טפחים, אזי אם אין בפרצה יותר מעשר אמות, אינו צריך שום תקון, כי הפרצה הזאת נחשבת כמו פתח. אבל אם הפרצה יתרה מעשר אמות, וכן אם לא נשאר מן המחצה מצד אחד רוחב ארבעה טפחים או משני הצדדים מכל צד רוחב טפח, ומכל שכן אם נפרץ במלואו, דהינו שאין שום מחצה בצד אחד כזה │_│, אזי אפלו אם אין בפרצה רק שלשה טפחים, אסורין לטלטל בחצר זה עד שיתקנו אותה שם, (והתקון המובחר הוא) בצורת הפתח. (ואם דרים שם שני בעלי בתים או יותר, צריכין עוד לעשות ערובי חצרות, ויבאר, אם ירצה השם בסימן צ"ד).
סימן פב - אסור העברה והוצאה מרשות לרשות ובו י"ג סעיפים:|ה|זה שאמרנו דאם אין בפרצה שבחצר יותר מעשר אמות נחשבת כמו פתח ואינו צריך תקון, זהו רק בפרצה אחת. אבל בשתים או יותר, צריך שיהא העומד הנשאר על כל פנים כמו הפרוץ. אבל אם היה הפרוץ מרובה על העומד, כל שהפרצה יתרה משלושה טפחים, צריכה תקון.
סימן פב - אסור העברה והוצאה מרשות לרשות ובו י"ג סעיפים:|ו|מהו צורת הפתח. נועץ קנה מכאן וקנה מכאן, כל אחד לא פחות מגובה עשרה טפחים. ונותן עליהם קנה או חוט. וצריך שיהיה הקנה או החוט דוקא על ראשיהן ולא מן הצדדין. ואם תחב מסמרות בראשי הקנים וכרך החוט עליהם, שפיר דמי, (פרי מגדים משבצות סימן שס"ג סעיף קטן י"ט). וצריך שכל קנה לא יהא רחוק מן המחצה שלשה טפחים, וגם לא יהא גבוה מן הקרקע שלשה טפחים, (עין שערי תשובה סימן שס"ג) ובשעת הדחק שאי אפשר לעשות צורת הפתח רק בענין שהקנים יהיו רחוקים מן הכתלים שלשה טפחים יש להקל (תשובות רבי עקיבא איגר סימן י"ח, עין שם) (שסב שסג).
סימן פב - אסור העברה והוצאה מרשות לרשות ובו י"ג סעיפים:|ז|חצר או בית שפתוחים לתוך הרחוב, והדלת נפתחת לפנים, והמזוזות עם המשקוף שעל גביהם, והאסקופה שבתחתית הן לצד הרחוב, הנה המקום הזה לפעמים הוא רשות היחיד, ולפעמים הוא כרמלית. ולפי שאין הכול בקיאין בזה, לכן מטילין עליו מספק חומר רשות היחיד וחומר כרמלית, אסור להוציא משם להרחוב שהוא רשות הרבים או כרמלית, ולא מן הרחוב לשם, כי שמא הוא רשות היחיד. וכן אסור להוציא מן הבית או מן החצר לשם, ולא משם לתוכם, כי שמא הוא כרמלית. ולכן אם הפתח נעול וצריכין לפתחו, צריכין לזהר שהאינו יהודי יכניס את המפתח בתוך המנעול, ולאחר שיפתחו את המנעול, טרם יפתח ישוראל את הדלת, יסיר האינו יהודי את המפתח, כי אם יפתח ישוראל את הדלת בעוד שהמפתח תוך המנעול, הרי הכניס את המפתח מכרמלית לרשות היחיד.
סימן פב - אסור העברה והוצאה מרשות לרשות ובו י"ג סעיפים:|ח|בהרבה מקומות יש בתים אשר הגג נמשך מן כותל הבית לתוך הרחוב ונסמך שם על עמודים, אסור להוציא מן הבית לשם או להכניס משם לבית. וכן אסור לטלטל שם ארבע אמות, משום דדינו כמו הרחוב, רשות הרבים או כרמלית. ואף שהגג נתון על העמודים, דהוי צורת הפתח דדינה כמחצה, מכל מקום הרי מן הצדדים אין מחצה, ולכן צריך להעמיד מקצה מזה קנה אחד אצל הכותל של הבית נגד העמוד שהגג עליו, שיהא גם כאן צורת הפתח, וכן מן מקצה השני. ואם כמה בתים סמוכים זה אצל זה, בענין זה, די להם שיעשו כן בקצה הבית אשר מקצה מזה, ובקצה הבית אשר מקצה מזה, ויעשו ערובי חצרות (מ"ו).
סימן פב - אסור העברה והוצאה מרשות לרשות ובו י"ג סעיפים:|ט|מותר לתן לפני אינו יהודי מזונות בחצר או בבית, אף על פי שיודע שיוציאם לחוץ, רק שלא יתנם לתוך ידו, דאם כן, הוא עושה את העקירה. ודוקא כשיש להאינו יהודי רשות לאכלם שם אם ירצה. אבל אם אין לו רשות לאכלם שם או שהם מזונות מרובים, שאי אפשר שיאכלם שם, וכן שאר חפצים שנכר הדבר שיוציאם לחוץ, אסור, מפני שנראה כנותן לו על מנת להוציא.
סימן פב - אסור העברה והוצאה מרשות לרשות ובו י"ג סעיפים:|י|האשה מדדה את בנה אפלו ברשות הרבים, ובלבד שלא תגררהו, אלא יהא מגביה רגלו האחת ויניח השניה על הארץ וישען עליה עד שיחזור ויניח רגלו שהגביה, שנמצא לעולם הוא נשען על רגלו האחת. אבל כשהיא גוררת שתי רגליו הרי זה כנושאתו ואסור אפלו בכרמלית. ולשאת אותו ממש אפלו אם הוא גדול כל כך שיכול לילך ברגליו לבדו, אסור אפלו בכרמלית, שלא אמרו החי נושא את עצמו אלא לפטור מחטאת. אבל על כל פנים שבות אכא, ובכרמלית היא שבות דשבות, וצריכין להזהיר לרבים, שטועין בזה (שולחן ערוך של התניא סימן שח סעיף פא. ועין תשובת ר' עקיבא איגר סימן כח).
סימן פב - אסור העברה והוצאה מרשות לרשות ובו י"ג סעיפים:|יא|אמת המים העוברת בתוך החצר, אסור למלאת מים ממנה. (ובושולחן ערוך סימן שנ"ו מבאר איך יתקנה).
סימן פב - אסור העברה והוצאה מרשות לרשות ובו י"ג סעיפים:|יב|לא יעמוד אדם ברשות היחיד וישתין או ירוק לרשות הרבים או לכרמלית, וכן מרשות הרבים או מכרמלית לרשות היחיד, וכן מרשות הרבים לכרמלית, או מכרמלית לרשות הרבים. וכן לא ילך ארבע אמות ברשות הרבים או בכרמלית או מרשות לרשות ורוקו בפיו, אם כבר תלשו בפיו ממקום למקום (ש"נ).
סימן פב - אסור העברה והוצאה מרשות לרשות ובו י"ג סעיפים:|יג|מותר לשפוך שופכין בחצר שיש בה ארבע אמות על ארבע אמות, אף על פי שיוצאין לרשות הרבים (שנ"ז).
סימן פג - הקף מחצות לא מהני אלא כשהקף לדירה ובו ו' סעיפים:|א|הקף מחצות לטלטל בתוכן, לא מהני אלא כשהוקף לדירה. ומהו נקרא מוקף לדירה. זה שבנה לו בית דירה, או שפתח פתח מביתו ואחר כך הקיף שם במחצות, כדרך שעושין החצרות לבתים, אז אפלו אם הוא גדול הרבה מאוד, הוי רשות היחיד גמורה. אבל כל שהוקף שלא לשם דירה, כגון גנות ופרדסים, שאין המחצות עשויות אלא לשמור מה שבתוכן, באלו יש חלוק בגדלן. אם אינו גדול מבית סאתים (שיבאר בסעיף שלאחר זה), מותרין לטלטל בתוכו (ועין לקמן סעיף ג) אבל אם הוא גדול מבית סאתים דינו ככרמלית.
סימן פג - הקף מחצות לא מהני אלא כשהקף לדירה ובו ו' סעיפים:|ב|כמה הוא שעור סאתים. כמו שהיה חצר המשכן, מאה אמה אורך וחמשים אמה רוחב. ואם הוא מרובע, עולה בחשבון שבעים אמה וארבעה טפחים על שבעים אמה וארבעה טפחים (ובאמות שלנו חמשים ושלוש על חמשים ושלוש ומעט יותר). ואם המקום עגול או בשאר ציור צריכין גם כן לחשוב כן שיעלה בתשבורת (במרובע), חמשת אלפים אמה. (ובאמות שלנו שלשת אלפים שבע מאות וחמשים). אך אם ארכו יותר על פי שנים ברחבו אפלו רק אמה אחת, אז נחשב כיותר מבית סאתים כיון שאינו דומה לחצר המשכן.
סימן פג - הקף מחצות לא מהני אלא כשהקף לדירה ובו ו' סעיפים:|ג|מקום שמוקף שלא לשם דירה, והוא אינו גדול מבית סאתים, שמותר לטלטל בתוכו, אם יש בסמוך לו חצר, מותר גם כן להוציא מתוכו לחצר ומחצר לתוכו, כלים ששבתו בתוכו או בחצר, כי נחשב לרשות אחת עם החצר. אבל אינו רשות אחת עם הבית, שהכלים ששבתו בתוכו, אסור להכניסן לתוך הבית והכלים ששבתו בבית, אסור להכניסן לשם.
סימן פג - הקף מחצות לא מהני אלא כשהקף לדירה ובו ו' סעיפים:|ד|מקום שהוקף שלא לשם דירה, דהינו שמתחלה הקיף במחצות, ואחר כך בנה שם בית דירה או שפתח לשם פתח מביתו, מאי תקנתיה לעשותו מוקף לדירה. יפרוץ במחצות מקום יתר על עשר אמות, (כי עשר אמות חשובות כפתח, ויתר מכן הוי פרצה), ונתבטלו המחצות, ואחר כך יגדוור אותה, ונחשב מוקף לדירה.
סימן פג - הקף מחצות לא מהני אלא כשהקף לדירה ובו ו' סעיפים:|ה|חצר שהיא יותר מבית סאתים, ונטע בה אילנות, אפלו ברובה, לא נתבטלה בזה הדירה ועדין חשובה מוקפת לדירה, שכן דרך האדם להסתופף בצל אילנות. אבל אם זרע בה זרעים, אם זה ברוב החצר, (אפלו אינו במקום אחד אלא מפוזר), נתבטלה בזה הדירה וחשובה כולה כגנה. ואם זה במועט החצר, אם הוא פחות מבית סאתים, בטל לגבי החצר וכולו דינו כחצר. אבל אם הוא יותר מבית סאתים (במקום אחד), הרי מקום הזרע כמו כרמלית, והשאר מן החצר הרי הוא פרוץ במלואו למקום האסור, ואסור לטלטל גם בו רק בארבע אמות.
סימן פג - הקף מחצות לא מהני אלא כשהקף לדירה ובו ו' סעיפים:|ו|וכן חצר שאין בה אלא בית סאתים או פחות וזרע במקצתה, גם כן נדון אחר הרוב. ואם רובה זרוע, אף על פי שמותרין לטלטל שם, כיון שאינה יותר מבית סאתים, מכל מקום כלים ששבתו בבית, אסור להוציא לשם (כמו שכתבתי בסעיף ג'). ולכן צריך לעשות מחצה בפני הגנה, שיהא מותר לו להוציא מן הבית אל החצר (שנ"ח).
סימן פד - דיני הוצאה דרך מלבוש ותכשיט ובו י"ט סעיפים:|א|כל דבר שאינו לא מלבוש ולא תכשיט, אסור לצאת בו לרשות הרבים או לכרמלית. ולכן אסור לצאת במחט התחובה בבגדו, ואפלו במחט שאין בה נקב. ואפלו לצורך לבישה, יש להחמיר באיש. אבל אשה, כיון שדרך הנשים להעמיד קשוריהן, כגון הצעיפים וכדומה במחטין, מותרת לצאת בהן לצורך הלבישה. ודוקא במחט שאינה נקובה. אבל לא במחט נקובה.
סימן פד - דיני הוצאה דרך מלבוש ותכשיט ובו י"ט סעיפים:|ב|בתכשיטין, יש גם כן דברים שאסרו רבותינו זכרונם לברכה לצאת בהם בשבת לרשות הרבים. יש תכשיטין שאסרו לאנשים, ויש תכשיטין שאסרו לנשים, והינו תכשיטין שיש לחוש שמא תסירם להראותן. ועכשו נתפשט המנהג להתיר, והפוסקים כתבו טעמים לזה. וירא שמים יש לו להחמיר על עצמו (עין שולחן ערוך סימן ש"א וסימן ש"ג). ובפרט יש לזהר, שלא יצא איש בטבעת שאין עליה חותם מפותח (עין תוספת שבת סימן ש"ג סעיף קטן ל"ט). ומכל שכן שלא ישא אצלו כלי השעות (שעון) (אוהר, זייגער), ואפלו קשור ברביד הזהב שהוא נושא על צוארו והוא תכשיט. אבל כלי השעות (שעון) המונח בתוך הכיס, הוי משא [ממש] ואין לו התר.
סימן פד - דיני הוצאה דרך מלבוש ותכשיט ובו י"ט סעיפים:|ג|מפתח של כסף, אף על פי שהוא נעשה להשתמש בו, כיון שהוא גם לתכשיט, נוהגין לצאת בו בשבת, אבל בתי עינים (משקפים) (ברילל) אף על פי שהן משובצות בכסף, אסור לצאת בהן.
סימן פד - דיני הוצאה דרך מלבוש ותכשיט ובו י"ט סעיפים:|ד|אסור לאשה לתת בגד על צעיפה, וכן האיש על הכובע שלו מפני הגשמים, שאין זה דרך מלבוש. ואם כונתן שלא יצערו אותן הגשמים מותר.
סימן פד - דיני הוצאה דרך מלבוש ותכשיט ובו י"ט סעיפים:|ה|החגר, וכן החולה שעמד מחליו, וכן זקן מופלג, שאי אפשר לו לילך בלא מקל, מותר לו לילך במקל בידו. אבל אם אפשר לו לילך בלא מקל, ובתוך ביתו הולך בלא מקל, אלא כשהולך לחוץ נוטל אותו להחזיק בו, אסור. וכן הסומא אסור לצאת במקל בעיר שאינה מתוקנת בערובין. ומי שאינו צריך כלל למקל, אסור לו לצאת בו אפלו במקום שיש ערובין, משום זילותא דשבת.
סימן פד - דיני הוצאה דרך מלבוש ותכשיט ובו י"ט סעיפים:|ו|מי שהוא אסור בשלשלאות, מותר לצאת בהן.
סימן פד - דיני הוצאה דרך מלבוש ותכשיט ובו י"ט סעיפים:|ז|אין יוצאים בקשרים והם עצים גבוהים שיש בהם מושב לכף הרגל, והולכין בהם בטיט ובמים.
סימן פד - דיני הוצאה דרך מלבוש ותכשיט ובו י"ט סעיפים:|ח|יוצאים ברטיה שעל המכה, (ובלבד שלא יניח אותה בשבת על גבי המכה, כדלקמן סימן צ"א סעיף י') כי לפי שהיא מרפאת, הרי היא כתכשיט. ויכול לכרכה במטלית שאינה חשובה ובטלה לגבי הרטיה. אבל דבר חשוב כגון מטפחת וכדומה, אסור לכרוך עליה, לפי שאינו בטל לגבי הרטיה וגם לא הוי דרך מלבוש, והוי משא.
סימן פד - דיני הוצאה דרך מלבוש ותכשיט ובו י"ט סעיפים:|ט|יוצאין במוך שנותנים באוזן לבלוע לחה של צואת האוזן, ודוקא כשהוא קשור ומהודק שם היטב שלא יוכל לפול. וכן יוצאין במוך שבסנדל, אם הוא באופן שאינו יכול לפול משם.
סימן פד - דיני הוצאה דרך מלבוש ותכשיט ובו י"ט סעיפים:|י|לא תצא אשה במוך שהתקינה לנדתה, שלא לטנף בגדיה. וכן לא תצא בסינר שהיא לובשת בשביל זאת, אלא אם כן הוא מלבוש גמור. אבל אם נותנת את המוך או את הסינר בשביל להציל את עצמה מן הצער שאם יפוול הדם על בשרה ויתיבש, יהא לה צער, מותרת לצאת בהן.
סימן פד - דיני הוצאה דרך מלבוש ותכשיט ובו י"ט סעיפים:|יא|במקום רפש וטיט, מותר להגביה קצת בגדיו, שלא יתלכלכו. אבל להגביהם לגמרי אסור.
סימן פד - דיני הוצאה דרך מלבוש ותכשיט ובו י"ט סעיפים:|יב|מותר לצאת בשבת בשני מלבושים זה על גב זה, ואף על פי שאינו צריך לעצמו את המלבוש השני, אלא שמוציאו לצורך חברו וכדומה. ודוקא כשדרכו לפעמים גם בחול ללבוש שני מלבושים כאלו, דהוי דרך מלבוש (ואף על פי שברוב פעמים אינו לובש כן). אבל אם אין הדרך לעולם ללבוש שני מלבושים כאלו, אסור לצאת בהן בשבת משום דהשני הוי כמו משא. וכן הדין בשני אנפלאות (גרבים) ובכובע גדול על כובע קטן (קאפל) וכדומה.
סימן פד - דיני הוצאה דרך מלבוש ותכשיט ובו י"ט סעיפים:|יג|ושתי חגורות זו על גב זו, אם מנהג המקום לחגור כך, למטה חגורה גרועה ועליה חגורה חשובה, מותר לחגור כך גם בשבת, ואף על פי שעתה אין לו צורך רק באחת, והשניה מוציאה לצורך חברו. אבל אם אין הדרך לחגור בשתי חגורות, אף על פי שהוא רוצה לחגור כך בשביל עצמו, אסור, דכיון שיש לו די באחת, הוי השניה כמו משא. ובכל מקום מותר לצאת בשתי חגורות, כשיש מלבוש מפסיק ביניהן, כגון התחתונה על המכנסים, והעליונה על גבי הסרבל, שאז יש לו הנאה ותועלת משתיהן.
סימן פד - דיני הוצאה דרך מלבוש ותכשיט ובו י"ט סעיפים:|יד|מטפחת שמקנחים בה את האף, נוהגין לכרכה תחת בגד העליון על המכנסים. ויזהר שלא לעשות בה שני קשרים זה על גב זה (עין לעיל סימן פ' סעיף מ"ה) וירא שמים אם הוא נוהג לשא רצועות המחזיקות את המכנסים (הויזענטרעגער) יסירן בשבת, כדי שתהא לו המטפחת לצורך. ויש נוהגין לכרכה סביב הצואר. וזה אינו מותר, אלא אם אין לו שם מטפחת אחרת והוא רגיל לפעמים לכרוך שם מטפחת מפני הקור, ויקשרהו בהתר. אבל אם נותנה רק על הצואר והקצוות תלויות לו לפניו, זהו אסור גמור. וכן לכרכה סביב הרגל או סביב היד ולצאת בה, אסור.
סימן פד - דיני הוצאה דרך מלבוש ותכשיט ובו י"ט סעיפים:|טו|בתי ידים [כסיות, כפפות] (האנדשוה), יש מתירין לצאת בהן בשבת ויש אוסרין. ובזה העשוי לחמם שתי הידים ביחד [ידונית] (מוף) יש להקל טפי.
סימן פד - דיני הוצאה דרך מלבוש ותכשיט ובו י"ט סעיפים:|טז|מותר לצאת בטלית מצויצת בדרך מלבוש. אבל אם מקפלה סביב צוארו במקום שאין הדרך ללבשה כך, אסור.
סימן פד - דיני הוצאה דרך מלבוש ותכשיט ובו י"ט סעיפים:|יז|בגד שיש לו שתי רצועות או משיחות לקשרו בהן, או שיש לו קרסים לחברו ונפסק אחד מהן, אף על פי שהשני שנשאר כנגדו אינו חשוב, מכל מקום אם דעתו לתקנו אחר כך להביא לו בן זוגו, אם כן זה שנשאר אינו בטל לגבי הבגד והוי כמו משא. ואסור לצאת בבגד זה. אבל אם אין דעתו לתקנו, אם כן, כיון שזה שנשאר אינו דבר חשוב, הרי הוא בטל לגבי הבגד ומותר לצאת בו. ואם הוא דבר חשוב, כגון משיחה של משי או קרס של כסף, אף על פי שאין דעתו לתקנו, אינו בטל לגבי הבגד ואסור לצאת בו.
סימן פד - דיני הוצאה דרך מלבוש ותכשיט ובו י"ט סעיפים:|יח|בעלי הקרחה שמניחין על ראשיהן פשתן סרוק או צמר מנופץ שיהא נראה כשער בראשיהן [פאה נכרית] (פרוק) מותרין לצאת בו בשבת לרשות הרבים, שתכשיט שלהם הוא (ובלבד שהוכן מערב שבת).
סימן פד - דיני הוצאה דרך מלבוש ותכשיט ובו י"ט סעיפים:|יט|הנושא קמיע, צריך לעשות שאלת חכם, אם מותר לצאת בה בשבת או לא, כי לא כל הקמעות שוים. ואשה הנושאת אבן הנקראת שטערנשוס כדי שלא תפיל, מותרת לצאת בה בשבת (ש"א ש"ג).
סימן פה - דין אם נפלה דלקה בשבת ובו ח' סעיפים:|א|אם חס ושלום נפלה דלקה בשבת, חשו רבותינו זכרונם לברכה, כי בעל הבית ובני ביתו אשר שם הדלקה, אם יתעסקו בהצלה, והמה נחפזים ובהולים על ממונם, שמא מתוך כך ישכחו שהיום שבת ויכבו את הדלקה, על כן אסרו להציל אפלו חפצים שהן מותרין בטלטול למקום שמותרין להוציא, ורק מה שהוא צריך לו להיום, מותר לו להציל. כיצד. נפלה דלקה בליל שבת קודם הסעודה, מציל מזון שלוש סעודות, הראוי לאדם, לאדם. הראוי לבהמה, לבהמה. ובשחרית, מזון שתי סעודות. ובמנחה, מזון סעודה אחת. ואם יש בכלי אחד מאכלים הרבה, כגון סל מלא ככרות, וחבית מלאה יין וכדומה, כיון שמוציאם בפעם אחת, מותר. וכן אם פרש סדין וכדומה וקבץ בו כל מה שיכול להוציא ממאכלים ומשקאות ומוציאן בפעם אחת, מותר. גם מותר לו להוציא כל הכלים שהוא צריך להשתמש בהם היום.
סימן פה - דין אם נפלה דלקה בשבת ובו ח' סעיפים:|ב|ואומר לאחרים באו והצילו לכם, וכל אחד ואחד מציל מזון שהוא צריך לו או כלי אחד שמחזיק אפלו הרבה והרי הוא של המציל, כיון שבעל הבית הפקיר וזכה זה מן ההפקר. ואם הוא ירא שמים ומחזיר לבעל הבית מה שהציל, כיון שיודע שלא הפקיר ברצונו, מותר לו לקחת שכר ההצלה, ואין זה שכר שבת, כיון שמצד הדין הכול הוא שלו. ומכל מקום מדת חסידות שלא לטול שכר על טורח הצלה שבשבת, אף על פי שאינו שכר שבת, כי החסיד יש לו לותר משלו בכל דבר שיש בו נדנוד עברה.
סימן פה - דין אם נפלה דלקה בשבת ובו ח' סעיפים:|ג|וכל זאת, רק למקום שמותרין להוציא לשם. אבל למקום שאסורין להוציא, אסור להציל שום דבר. אך בגדים שיכולין ללבשם, מותר לו ללבוש, ולעטוף כל מה שיכול, ומוציא אפלו לרשות הרבים, ופושט וחוזר ולובש ומוציא אפלו כל היום. ויכול לומר גם לאחרים, באו והצילו, ומצילין כן.
סימן פה - דין אם נפלה דלקה בשבת ובו ח' סעיפים:|ד|והבתים שאין שם הדלקה, אלא שהם קרובים ויראים שתגיע גם להם, כיון שהם אינם בהולים כל כך, מותרין להציל כל דבר למקום שמותרין להוציא לשם. יש אומרים, דגם מעות ושאר דברים יקרים אף על פי שהן מוקצין, מותר להצילן מן ההפסד הגדול הפתאומי, כגון דלקה או שטף מים או גזלה, על ידי מה שמניחין עליהם איזה דבר מאכל ומטלטלין אותן כן ביחד. (אבל במקום אחר, אין שום התר לטלטל כן מקצה). ויש מקלין עוד יותר, שאפלו לבדן יכולין לטלטלן, משום דבמקום הפסד גדול פתאומי, נדחה אסור מוקצה, ובלבד שלא יוציא למקום שאסורין להוציא.
סימן פה - דין אם נפלה דלקה בשבת ובו ח' סעיפים:|ה|כל ספרי קודש, בין שהן בכתב בין שהן בדפוס, מצילין אותן מפני הדלקה או שטף מים וכדומה, אפלו לחצר או למבוי שאסורין להוציא לשם מחמת שלא עשו ערוב. והוא כשהן מתוקנין בענין שהיו מועילים ערובי חצרות או שתופי מבואות. ועל ידי אינו יהודי, מותר להצילן אפלו דרך רשות הרבים (הצלת המת מן הדלקה, עין לקמן סימן פ"ח סעיף ט"ז).
סימן פה - דין אם נפלה דלקה בשבת ובו ח' סעיפים:|ו|מצילין תיק הספר עם הספר, ותיק התפלין עם התפלין.
סימן פה - דין אם נפלה דלקה בשבת ובו ח' סעיפים:|ז|ספר תורה קודם להציל לשאר ספרים.
סימן פה - דין אם נפלה דלקה בשבת ובו ח' סעיפים:|ח|כשיש חשש ספק סכנת נפשות, מותר לכבות את הדלקה. ולכן במקומות שהישראלים דרים בין הנכרים, מותר לכבות את הדלקה, אפלו הוא בבית נכרי, והכול לפי הענין. ודוקא לכבות מותר. אבל אסור לחלל שבת כדי להציל ממון. ואם עבר וחלל, ילך אל הרב לבקש שיורהו תשובה.
סימן פו - דין רחיצה ובו ז' סעיפים:|א|אסור לרחוץ כל גופו או אפלו רוב גופו במים חמים, אפלו הוחמו בערב שבת. ואפלו לרחוץ שלא בפעם אחת, אלא אבר אבר, אסור ברוב גופו. ואפלו לכנס למרחץ רק להזיע, גם כן אסור. אבל מותר לרחוץ פניו ידיו ורגליו בחמין שהוחמו בערב שבת.
סימן פו - דין רחיצה ובו ז' סעיפים:|ב|המים שהם ממקורם נובעים חמים, כמו חמי טבריה וכדומה, אם הם בקרקע ואין המקום מקורה, מותר לרחוץ בהם אפלו כל גופו. אבל אם הם בכלי או שהמקום מקורה אסור. ואפלו לכנס לבית המרחץ רק להזיע, אסור. ויש אומרים, דכל שהם בקרקע, אפלו המקום מקורה, מותר לרחוץ בהם.
סימן פו - דין רחיצה ובו ז' סעיפים:|ג|מותר לטבול כל גופו בצונן. אבל לא יעמוד אחר כך נגד התנור להתחמם, משום דהוי כרוחץ בחמין. ואפלו רחץ רק ידיו במים צוננים לא יחממן אצל התנור בעודן לחות, משום דהוי כרוחץ במים שהוחמו היום, דאסור לרחוץ בהם אפלו אבר אחד, אלא צריך לנגבן תחלה יפה. ועין לעיל סימן פ' סעיף ל"ב, שישפשפן קודם הנגוב, שלא ישאר עליהן רק מעט מים (שב שכו).
סימן פו - דין רחיצה ובו ז' סעיפים:|ד|הרוחץ צריך לזהר שלא לסחוט שערו. וכן צריך לזהר שלא לשוט, כי אסור לשוט בשבת וביום טוב. וכן אסור להשיט איזה דבר, כגון הקסמין שעל המים. ואם רוחץ במקום שאסורין לטלטל, צריך עוד לזהר, שקודם צאתו יסיר תחלה המים שעל גופו ושערותיו, וינגבם יפה שלא ישארו עליו מים ויוציאם מרשות לרשות. וגם בנהר עצמו צריך לזהר, שלא ישא את המים שעליו, ארבע אמות, כי הנהר הוא כרמלית. ולפי שאין כולם יודעים לזהר, על כן נתפשט המנהג במדינות אלו, שלא לרחוץ כלל בשבת אפלו בצונן, כי אם לצורך מצוה, כגון אשה נדה (כדלקמן סימן קס"ב סעיף ז') ואיש לקריו.
סימן פו - דין רחיצה ובו ז' סעיפים:|ה|מותר לעמוד על שפת הנהר ולרחוץ ידיו בנהר, ואין זה אסור במה שהוא מוציא את המים שעל ידיו מן הנהר על שפתו, לפי שהנהר הוא כרמלית ושפת הנהר הוא גם כן כרמלית, ומותר להוציא מכרמלית לכרמלית בפחות מארבע אמות, רק שיזהר לנגב ידיו היטב קודם שילך ארבע אמות
סימן פו - דין רחיצה ובו ז' סעיפים:|ו|מותר לשוף ידיו במורסן אף על פי שהידים רטובות, ובלבד שלא יתן את המים על המורסן ממש. אבל אסור לשוף ידיו במלח וכל שכן בבורית [סבון] (זייף) משום דנמוח (שכ"ו).
סימן פו - דין רחיצה ובו ז' סעיפים:|ז|מים שאין הדרך לרחוץ בהם אלא לרפואה, כגון שהם רעים או מאוסים, אסור לרחוץ בהם בשבת, כיון שהוא מכון לרפואה (עין לקמן סימן צ"א). במה דברים אמורים, כששוהה בהם. אבל אם אינו שוהה בהם, מותר, שאינו נראה אלא כמקר. ובחמי טבריא וכדומה, אם אין הדרך לרחוץ בהם אלא לרפואה, אסור לרחוץ בהם בשבת לרפואה, אפלו אינו שוהה בהם.
סימן פז - דברים שצריכין לזהר בבהמות חיות ועופות ובו כ"ד סעיפים:|א|כתיב למען ינוח שורך וחמורך וגו', הרי כי הזהירה התורה, שגם הבהמה של ישוראל תנוח. ולא בהמה בלבד, אלא כל בעלי חיים. ולכן אסור להניח לבהמתו שתוציא איזה משא, שאפלו יצאה מאליה לרשות הרבים והוציאה משא, עבר הוא עליה על מצות עשה של תורה. ואף דבר שהוא לה לנוי, מכל מקום הוי משא. אבל דבר שהוא לרפואתה, כמו אגד[תחבושת] שעל המכה מותרת לצאת בו. וכן דבר שהיא צריכה לשמירתה, הוי לה כמו מלבוש לאדם ומותרת לצאת בו. ואך מה שהוא רק לשמירה יתרה, אסור. וכן דבר שבהמה זו אינה משתמרת בזה, אף על פי שבהמה אחרת משתמרת בו, הוי לה לגבי בהמה זו משא ואסור.
סימן פז - דברים שצריכין לזהר בבהמות חיות ועופות ובו כ"ד סעיפים:|ב|הסוס יוצא באפסר או ברסן, אבל לא בשניהם. ומותר לכרוך חבל האפסר סביב צוארו ויצא בו, רק שיהא כרוך ברפיון קצת כדי שיוכל להכניס ידו מהרה בין הכריכה לצוארו כדי למשכו אם ירצה להשמט. ומותר לטלטל באפסר ולתנו עליו, ובלבד שלא ישען עליו, משום דאסור לסמוך בשבת על בעל חי. אבל החמור, לא יצא ברסן של ברזל, לפי שזהו לשמירה יתרה אצל החמור, ושור ופרה שאינן צריכין שמור אסורין לצאת בחבל סביב צוארם, אלא אם רגילין לברוח. אם קשר חבל בפי הסוס, הרי זה משא, לפי שאינו משתמר בו, שהוא נשמט מפיו, ואינו דומה לאפסר, שהוא קשור בראשו.
